CODIGO;name;COD_P;description
FA10071106;Fluticasona + Salmeterol;1795;Fluticasona 125 µg/dose + Salmeterol 25 µg/dose Su
FA10071113;Lexidronamato de samário (153Sm);1007;Lexidronamato de samário (153Sm) 2 - 4 GBq/ml Sol
FA10071120;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Bicarb e Ca 1.75 mmol/
FA10071138;Lidocaína;745;Lidocaína 1000 mg/20 ml Sol inj Fr 20 ml IV SC
FA10071145;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Bicarb e Ca 1.75 mmol/
FA10071152;Levodopa + Carbidopa;1386;Levodopa 250 mg + Carbidopa 25 mg Comp
FA10071177;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Bicarb e Ca 1.75 mmol/
FA10071184;Piracetam;97;Piracetam 6 g/30 ml Sol inj Fr 30 ml IV
FA10071202;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Bicarb e Ca 1.75 mmol/
FA10071323;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10071330;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10071348;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10071355;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10071362;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10071370;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10071387;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10071394;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10071405;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10071412;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac dup
FA10071420;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Mg 0.25 mmol/l Sac dup
FA10071437;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10071444;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10071451;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10071469;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10071476;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10071483;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10071490;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10071501;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10071519;Electrólitos + Glucose;1898;Sol DPA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10071526;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac dupl
FA10071533;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Mg 0.75 mg/ml Sac dupl
FA10071540;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo andy plus 10
FA10071558;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac 1500 ml
FA10071565;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac 2000 ml
FA10071572;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac 2500 ml
FA10071580;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac 250 ml
FA10071597;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac 5000 ml
FA10071608;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac 500 ml
FA10071615;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo andy plus 15
FA10071622;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo andy plus 20
FA10071630;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo andy plus 25
FA10071647;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac sleep safe 5000 ml
FA10071654;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo stay safe 10
FA10071661;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo stay safe 15
FA10071679;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo stay safe 20
FA10071686;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo stay safe 25
FA10071693;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo stay safe 25
FA10071704;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo stay safe 30
FA10071711;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo stay safe 50
FA10071729;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo stay safe 50
FA10071736;Electrólitos + Glucose;1898;Sol DPCA Glucose 22.7 mg/ml Sac duplo stay safe 75
FA10071743;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071750;Sumatriptano;1048;Sumatriptano 6 mg/0.5 ml Sol inj Ser 0.5 ml SC
FA10071768;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071782;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071800;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071818;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071825;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071832;Ampicilina;176;Ampicilina 50 mg/ml Pó susp oral Fr 100 ml
FA10071857;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071864;Carvão activado;288;Carvão activado 50 g Pó susp oral Fr
FA10071871;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071889;Amicacina;5;Amicacina 500 mg/2 ml Sol inj Fr 2 ml IM IV
FA10071896;Amicacina;5;Amicacina 100 mg/2 ml Sol inj Fr 2 ml IM IV
FA10071907;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071939;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/
FA10071946;Electrólitos + Glucose;1898;Sol DP Glucose 42.5 mg/ml Bicarb e Ca 1.25 mmol/l
FA10071953;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10071978;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10071992;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10072005;Rifampicina;986;Rifampicina 600 mg Pó sol inj
FA10072012;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10072020;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10072037;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10072044;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10072051;Para-aminosalicilato de sódio;1232;Para-aminosalicilato de sódio 4000 mg Gran
FA10072083;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10072090;Doxiciclina;477;Doxiciclina 10 mg/ml Susp oral
FA10072119;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10072140;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Bicarb e Ca 1.75 mmol/
FA10072261;Electrólitos + Glucose;1898;Sol DP Glucose 42.5 mg/ml Fr 1000 ml
FA10072279;Electrólitos + Glucose;1898;Sol DP Glucose 42.5 mg/ml Fr 500 ml
FA10072286;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10072293;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10072304;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10072311;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10072329;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10072336;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10072343;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10072350;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10072368;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10072375;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac dup
FA10072382;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Mg 0.25 mmol/l Sac dup
FA10072390;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10072400;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10072418;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10072425;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10072432;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10072440;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10072457;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10072464;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10072471;Electrólitos + Glucose;1898;Sol DPA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac c/tam
FA10072489;Electrólitos + Glucose;1898;Sol DPCA Glucose 42.5 mg/ml Mg 0.75 mg/ml Sac dupl
FA10075859;Electrólitos + Glucose;1898;Sol DPCA/DPA Glucose 22.7 mg/ml Ca 1.75 mmol/l Sac
FA10075866;Electrólitos + Glucose;1898;Sol DPCA/DPA Glucose 42.5 mg/ml Ca 1.75 mmol/l Sac
FA10075873;Electrólitos + Glucose;1898;Sol DPCA/DPA Glucose 42.5 mg/ml Ca 1.75 mmol/l Sac
FA10075880;Electrólitos + Glucose;1898;Sol DPCA/DPA Glucose 42.5 mg/ml Ca 1.75 mmol/l Sac
FA10075898;Electrólitos + Glucose;1898;Sol DPCA/DPA Glucose 42.5 mg/ml Ca 1.75 mmol/l Sac
FA10075909;Electrólitos + Glucose;1898;Sol hemodi, hemodiaf e hemof bicarbonato de sódio
FA10075916;Electrólitos + Glucose;1898;Sol hemodi, hemodiaf e hemof bicarbonato de sódio
FA10075923;Electrólitos;1897;Sol hemodi, hemodiaf e hemof bicarbonato de sódio
FA10075930;Formoterol;591;Formoterol 9 µg/dose Pó inal Disp dosea 60 dose(s)
FA10075948;Ispagula (tegumento) + Ispagula (semente);1804;Ispagula (tegumento) 22 mg/g + Ispagula (semente)
FA10075962;Fluticasona;582;Fluticasona 500 µg/dose Pó inal Fita termossol 28
FA10075970;Fluticasona;582;Fluticasona 50 µg/dose Pó inal Fita termossol 28 d
FA10075987;Fluticasona;582;Fluticasona 100 µg/dose Pó inal Fita termossol 60
FA10075994;Fluticasona;582;Fluticasona 50 µg/dose Pó inal Fita termossol 60 d
FA10076007;Salbutamol;1003;Salbutamol 200 µg Pó inal, cáps Recip comp
FA10076014;Salbutamol;1003;Salbutamol 400 µg Pó inal, cáps Recip comp
FA10076021;Cefadroxil;290;Cefadroxil 100 mg/ml Pó susp oral Fr 80 ml
FA10076046;Fluticasona;582;Fluticasona 100 µg/dose Pó inal Fita termossol 28
FA10076053;Fluticasona;582;Fluticasona 250 µg/dose Pó inal Fita termossol 28
FA10076060;Hidroxocobalamina;661;Hidroxocobalamina 10 mg Pó sol inj Fr IM
FA10076078;Formoterol;591;Formoterol 12 µg Pó inal, cáps Blist
FA10076085;Ranitidina;101;Ranitidina 300 mg Gran eferv Saq 3 g
FA10076092;Mexazolam;804;Mexazolam 1 mg Gran Saq 1 g
FA10076103;Cloperastina;2532;Cloperastina 4 mg/ml Susp oral Fr 200 ml
FA10076110;Salmeterol;1006;Salmeterol 50 µg/dose Pó inal Blist 28 dose(s)
FA10076135;Permanganato de potássio;909;Permanganato de potássio 250 mg Comp
FA10076142;Hidróxido de alumínio + Trissilicato de magnésio + Bicarbonato de sódio + Carbonato de cálcio;1369;Hidróxido de alumínio + Trissilicato de magnésio +
FA10076167;Fluticasona;582;Fluticasona 250 µg/dose Pó inal Fita termossol 60
FA10076174;Fluticasona;582;Fluticasona 500 µg/dose Pó inal Fita termossol 60
FA10076199;Zanamivir;1156;Zanamivir 5 mg Pó inal, recip unid Blist 20 dose(s
FA10076200;Buprenorfina;264;Buprenorfina 52.5 µg/h Sist transd
FA10076217;Buprenorfina;264;Buprenorfina 70 µg/h Sist transd
FA10076224;Buprenorfina;264;Buprenorfina 35 µg/h Sist transd
FA10076231;Fluticasona + Salmeterol;1795;Fluticasona 250 µg/dose + Salmeterol 50 µg/dose Pó
FA10076249;Fluticasona + Salmeterol;1795;Fluticasona 250 µg/dose + Salmeterol 50 µg/dose Pó
FA10076256;Fluticasona + Salmeterol;1795;Fluticasona 250 µg/dose + Salmeterol 50 µg/dose Pó
FA10076263;Fluticasona + Salmeterol;1795;Fluticasona 250 µg/dose + Salmeterol 50 µg/dose Pó
FA10076270;Ondansetrom;875;Ondansetrom 0.8 mg/ml Xar Fr 50 ml
FA10076288;Oxitocina;94;Oxitocina 5 U.I./1 ml Sol inj Fr 1 ml IM IV
FA10076306;Mometasona;819;Mometasona 400 µg/dose Pó inal Recip pressu 30 dos
FA10076313;Iodopovidona;699;Iodopovidona 40 mg/ml Champô Fr 125 ml
FA10076320;Beclometasona;215;Beclometasona 100 µg/dose Pó inal Recip pressu 200
FA10076338;Beclometasona;215;Beclometasona 100 µg/dose Pó inal Nebuliz 100 dose
FA10076345;Fenilbutirato de sódio;1714;Fenilbutirato de sódio 940 mg/g Gran Fr 266 g
FA10076360;Articaína + Adrenalina;1309;Articaína 72 mg/1.8 ml + Adrenalina 0.011 mg/1.8 m
FA10076377;Sulfato de magnésio;1040;Sulfato de magnésio 5000 mg/20 ml Sol inj Fr 20 ml
FA10076391;Budesonida + Formoterol;2170;Budesonida 160 µg/dose + Formoterol 4.5 µg/dose Pó
FA10076402;Budesonida + Formoterol;2170;Budesonida 160 µg/dose + Formoterol 4.5 µg/dose Pó
FA10076410;Budesonida + Formoterol;2170;Budesonida 80 µg/dose + Formoterol 4.5 µg/dose Pó
FA10076427;Fenilbutirato de sódio;1714;Fenilbutirato de sódio 940 mg/g Gran Fr 532 g
FA10076434;Budesonida + Formoterol;2170;Budesonida 80 µg/dose + Formoterol 4.5 µg/dose Pó
FA10076441;Brometo de ipratrópio;249;Brometo de ipratrópio 0.5 mg/2 ml Sol inal neb Fr
FA10076459;Mometasona;819;Mometasona 400 µg/dose Pó inal Recip pressu 14 dos
FA10076466;Fluticasona;582;Fluticasona 250 µg/dose Pó inal Aplic bucal 60 dos
FA10076480;Articaína + Adrenalina;1309;Articaína 68 mg/1.7 ml + Adrenalina 0.01 mg/1.7 ml
FA10076498;Ácido cítrico + Citrato de potássio + Citrato de sódio;1657;Ácido cítrico 145 mg/g + Citrato de potássio 463 m
FA10076509;Fluticasona + Salmeterol;1795;Fluticasona 250 µg/dose + Salmeterol 50 µg/dose Pó
FA10076516;Hidróxido de magnésio;1197;Hidróxido de magnésio 909.1 mg/g Pó oral Fr 100 g
FA10076523;Tigeciclina;2591;Tigeciclina 50 mg Pó sol inj Fr IV
FA10076530;Fluticasona;582;Fluticasona 250 µg/dose Pó inal Aplic bucal 28 dos
FA10076555;Mometasona;819;Mometasona 400 µg/dose Pó inal Recip pressu 60 dos
FA10076562;Salbutamol;1003;Salbutamol 50 µg/dose Pó inal Fr 200 dose(s)
FA10076570;Fluticasona + Salmeterol;1795;Fluticasona 250 µg/dose + Salmeterol 50 µg/dose Pó
FA10076587;Beclometasona;215;Beclometasona 400 µg/dose Pó inal Nebuliz 100 dose
FA10076594;Zanamivir;1156;Zanamivir 5 mg Pó inal, recip unid Blist 4 dose(s)
FA10076605;Messalazina;786;Messalazina 537.6 mg/g Gran GR Fr 50 g
FA10076612;Messalazina;786;Messalazina 537.6 mg/g Gran GR Fr 150 g
FA10076620;Salmeterol;1006;Salmeterol 50 µg/dose Pó inal Blist 60 dose(s)
FA10076644;Messalazina;786;Messalazina 537.6 mg/g Gran GR Fr 100 g
FA10076651;Budesonida;19;Budesonida 200 µg/dose Pó inal Cartu 100 dose(s)
FA10076669;Budesonida;19;Budesonida 200 µg/dose Pó inal Cartu 200 dose(s)
FA10076676;Salbutamol;1003;Salbutamol 200 µg/dose Pó inal Fr 100 dose(s)
FA10076683;Lactato de magnésio;718;Lactato de magnésio 200 mg/g Gran Fr 100 g
FA10076690;Ciprofloxacina;35;Ciprofloxacina 100 mg/ml Pó susp oral Fr 100 ml
FA10076701;Fluticasona + Salmeterol;1795;Fluticasona 250 µg/dose + Salmeterol 50 µg/dose Pó
FA10076719;Fluticasona + Salmeterol;1795;Fluticasona 250 µg/dose + Salmeterol 50 µg/dose Pó
FA10076733;Prednisolona + Neomicina;1598;Prednisolona 2.5 mg/ml + Neomicina 3500 U.I./ml Co
FA10076740;Ispagula (tegumento) + Ispagula (semente);1804;Ispagula (tegumento) 22 mg/g + Ispagula (semente)
FA10076758;Formoterol;591;Formoterol 10 µg/dose Pó inal Disp dosea 60 dose(s
FA10076765;Buprenorfina;264;Buprenorfina 5 µg/h Sist transd
FA10076772;Buprenorfina;264;Buprenorfina 20 µg/h Sist transd
FA10076780;Cloranfenicol;370;Cloranfenicol 2.5 mg/0.5 ml Col, sol
FA10076797;Pentagastrina;2134;Pentagastrina 0.5 mg/2 ml Sol inj
FA10076830;Tetraciclina;1071;Tetraciclina 5 mg/0.5 ml Col, sol
FA10076847;Tetraciclina;1071;Tetraciclina 2.5 mg/0.5 ml Col, sol
FA10076879;Tropicamida;1124;Tropicamida 5 mg/0.5 ml Col, sol
FA10076886;Metipranolol;798;Metipranolol 1.5 mg/0.5 ml Col, sol
FA10076893;Pilocarpina;918;Pilocarpina 10 mg/0.5 ml Col, sol
FA10076911;Atropina;197;Atropina 5 mg/0.5 ml Col, sol
FA10076929;Gentamicina;66;Gentamicina 1.5 mg/0.5 ml Col, sol
FA10076936;Formoterol;591;Formoterol 12 µg Pó inal, cáps Recip comp
FA10076950;Hidromorfona;654;Hidromorfona 32 mg Cáps LP
FA10076968;Hidromorfona;654;Hidromorfona 24 mg Cáps LP
FA10076975;Formoterol;591;Formoterol 12 µg/dose Sol pressu inal Recip pressu
FA10077002;Claritromicina;350;Claritromicina 50 mg/ml Pó susp oral Fr 70 ml
FA10077010;Claritromicina;350;Claritromicina 50 mg/ml Pó susp oral Fr 140 ml
FA10077027;Claritromicina;350;Claritromicina 25 mg/ml Pó susp oral Fr 60 ml
FA10077034;Claritromicina;350;Claritromicina 25 mg/ml Pó susp oral Fr 140 ml
FA10077066;Timolol + Travoprost;2592;Timolol 5 mg/ml + Travoprost 0.04 mg/ml Col, sol F
FA10077073;Brometo de ipratrópio + Salbutamol;1374;Brometo de ipratrópio 0.52 mg/2.5 ml + Salbutamol
FA10077130;Escina + Salicilato de dietilamina;1791;Escina 10 mg/g + Salicilato de dietilamina 50 mg/g
FA10077148;Cetoconazol;320;Cetoconazol 20 mg/g Champô Fr 60 ml
FA10077194;Terbinafina;1063;Terbinafina 10 mg/g Cr Bisn 20 g
FA10077251;Budesonida;19;Budesonida 200 µg/dose Pó inal Disp dosea 200 dose
FA10077269;Polistireno sulfonato de cálcio;2552;Polistireno sulfonato de cálcio 80 mg/g Pó oral Fr
FA10077290;Fluticasona;582;Fluticasona 100 µg/dose Pó inal Aplic bucal 28 dos
FA10077319;Bicarbonato de sódio + Ácido tartárico + Bitartarato de potássio;1695;Bicarbonato de sódio 530 mg/g + Ácido tartárico 44
FA10077326;Budesonida;19;Budesonida 400 µg/dose Pó inal Disp dosea 100 dose
FA10077333;Hidroxocobalamina;661;Hidroxocobalamina 5 mg Pó sol inj Fr IM
FA10077340;Iobitridol;695;Iobitridol 767.8 mg/ml Sol inj Fr 50 ml IV
FA10077358;Iobitridol;695;Iobitridol 767.8 mg/ml Sol inj Fr 100 ml IV
FA10077365;Iobitridol;695;Iobitridol 767.8 mg/ml Sol inj Fr 150 ml IV
FA10077372;Iobitridol;695;Iobitridol 767.8 mg/ml Sol inj Fr 200 ml IV
FA10077380;Iobitridol;695;Iobitridol 767.8 mg/ml Sol inj Fr 60 ml IV
FA10077397;Budesonida;19;Budesonida 200 µg/dose Pó inal Disp dosea 100 dose
FA10077422;Adrenalina;149;aDRENALina 0.25 mg/1 ml Sol inj Fr 1 ml ICardíaca
FA10077454;Iobitridol;695;Iobitridol 767.8 mg/ml Sol inj Fr 20 ml IV
FA10077479;Desmopressina;422;Desmopressina 0.2 mg Comp
FA10077493;Iobitridol;695;Iobitridol 767.8 mg/ml Sol inj Fr 500 ml IV
FA10077504;Fluticasona;582;Fluticasona 100 µg/dose Pó inal Aplic bucal 60 dos
FA10077511;Beclometasona;215;Beclometasona 250 µg/dose Pó inal Recip pressu 200
FA10077550;Hidrogenofosfato de cálcio + Colecalciferol;1456;Hidrogenofosfato de cálcio 600 mg/g + Colecalcifer
FA10077568;Salbutamol;1003;Salbutamol 100 µg/dose Pó inal Cartu 200 dose(s)
FA10077575;Betametasona;232;BETAmetasona 4 mg/1 ml Sol inj
FA10077582;Ciclopentolato;331;Ciclopentolato 5 mg/0.5 ml Col, sol
FA10077590;Ciclopentolato;331;Ciclopentolato 0.25 mg/0.5 ml Col, sol
FA10077600;Fenilefrina;540;Fenilefrina 50 mg/0.5 ml Col, sol
FA10077618;Dexametasona;425;DEXAmetasona 0.5 mg/0.5 ml Col, sol
FA10077625;Hidroxietilcelulose;2611;Hidroxietilcelulose 2.2 mg/0.5 ml Col, sol
FA10077632;Metipranolol;798;Metipranolol 0.5 mg/0.5 ml Col, sol
FA10077640;Imunoglobulina humana normal;1925;Imunoglobulina humana normal 100 mg/ml Sol inj Fr
FA10077657;Imunoglobulina humana normal;1925;Imunoglobulina humana normal 100 mg/ml Sol inj Fr
FA10077664;Imunoglobulina humana normal;1925;Imunoglobulina humana normal 100 mg/ml Sol inj Fr
FA10077671;Imunoglobulina humana normal;1925;Imunoglobulina humana normal 100 mg/ml Sol inj Fr
FA10077689;Imunoglobulina humana normal;1925;Imunoglobulina humana normal 100 mg/ml Sol inj Fr
FA10077707;Hidromorfona;654;Hidromorfona 12 mg Cáps LP
FA10077739;Ibuprofeno;71;Ibuprofeno 400 mg Cáps
FA10077760;Salmeterol;1006;Salmeterol 50 µg/dose Pó inal Fr 60 dose(s)
FA10077778;Piperazina + Concentrado de abacateiro + Phyllanthus niruri;1916;Piperazina + Concentrado de abacateiro + Phyllanth
FA10077785;Fluticasona;582;Fluticasona 500 µg/dose Pó inal Aplic bucal 28 dos
FA10077792;Budesonida;19;Budesonida 400 µg Pó inal, cáps Blist
FA10077803;Fluticasona;582;Fluticasona 500 µg/dose Pó inal Aplic bucal 60 dos
FA10077810;Fluticasona + Salmeterol;1795;Fluticasona 100 µg/dose + Salmeterol 50 µg/dose Pó
FA10077828;Fluticasona + Salmeterol;1795;Fluticasona 100 µg/dose + Salmeterol 50 µg/dose Pó
FA10077835;Fluticasona + Salmeterol;1795;Fluticasona 100 µg/dose + Salmeterol 50 µg/dose Pó
FA10077842;Fluticasona + Salmeterol;1795;Fluticasona 100 µg/dose + Salmeterol 50 µg/dose Pó
FA10077850;Fluticasona + Salmeterol;1795;Fluticasona 100 µg/dose + Salmeterol 50 µg/dose Pó
FA10077867;Fluticasona + Salmeterol;1795;Fluticasona 500 µg/dose + Salmeterol 50 µg/dose Pó
FA10077874;Fluticasona + Salmeterol;1795;Fluticasona 500 µg/dose + Salmeterol 50 µg/dose Pó
FA10077881;Articaína + Adrenalina;1309;Articaína 72 mg/1.8 ml + Adrenalina 0.018 mg/1.8 m
FA10077899;Brometo de tiotrópio;2280;Brometo de tiotrópio 0.0225 mg Pó inal, cáps Blist
FA10077900;Formoterol;591;Formoterol 4.5 µg/dose Pó inal Disp dosea 60 dose(
FA10077917;Salmeterol;1006;Salmeterol 50 µg/dose Pó inal Fr 28 dose(s)
FA10077924;Budesonida;19;Budesonida 400 µg Pó inal, cáps Fr
FA10077931;Budesonida + Formoterol;2170;Budesonida 320 µg/dose + Formoterol 9 µg/dose Pó i
FA10077949;Salbutamol;1003;Salbutamol 100 µg/dose Pó inal Fr 200 dose(s)
FA10077956;Cefadroxil;290;Cefadroxil 50 mg/ml Pó susp oral Fr
FA10077988;Fluticasona;582;Fluticasona 50 µg/dose Pó inal Aplic bucal 60 dose
FA10078008;Fluticasona;582;Fluticasona 50 µg/dose Pó inal Aplic bucal 28 dose
FA10078030;Fluticasona + Salmeterol;1795;Fluticasona 100 µg/dose + Salmeterol 50 µg/dose Pó
FA10078047;Fluticasona + Salmeterol;1795;Fluticasona 500 µg/dose + Salmeterol 50 µg/dose Pó
FA10078054;Ciprofloxacina;35;Ciprofloxacina 50 mg/ml Pó susp oral Fr 100 ml
FA10078061;Fluticasona + Salmeterol;1795;Fluticasona 100 µg/dose + Salmeterol 50 µg/dose Pó
FA10078079;Fluticasona + Salmeterol;1795;Fluticasona 100 µg/dose + Salmeterol 50 µg/dose Pó
FA10078086;Buprenorfina;264;Buprenorfina 10 µg/h Sist transd
FA10078093;Tropicamida;1124;Tropicamida 2.5 mg/0.5 ml Col, sol
